"pnum","age","female","ethnic","cauc","afamer","amerind","hawaii","asian","nonnative","year","marstat","momeduc","dadeduc","momjob","dadjob","ownhome","ownhome2","ownbus","spg1a1","spg1a2","spg1b","spg2a1","spg2a2","spg2b","spg3a1","spg3a2","spg3b","spg4a1","spg4a2","spg4b","spg5a1","spg5a2","spg5b","spg6a1","spg6a2","spg6b","spg7a1","spg7a2","spg7b","spg8a1","spg8a2","spg8b","spg9a1","spg9a2","spg9b","spg10a1","spg10a2","spg10b","spg11a1","spg11a2","spg11b","spg12a1","spg12a2","spg12b","spg13a1","spg13a2","spg13b","spg14a1","spg14a2","spg14b","spg15a1","spg15a2","spg15b","spg16a1","spg16a2","spg16b","spg17a1","spg17a2","spg17b","spg18a1","spg18a2","spg18b","spg19a1","spg19a2","spg19b","spg20a1","spg20a2","spg20b","spg21a1","spg21a2","spg21b","spg22a1","spg22a2","spg22b","spg23a1","spg23a2","spg23b","spg24a1","spg24a2","spg24b","spg25a1","spg25a2","spg25b","spg26a1","spg26a2","spg26b","spg27a1","spg27a2","spg27b","spg28a1","spg28a2","spg28b","spg29a1","spg29a2","spg29b","spg30a1","spg30a2","spg30b","spg31a1","spg31a2","spg31b","spg32a1","spg32a2","spg32b","spg33a1","spg33a2","spg33b","spg34a1","spg34a2","spg34b","spg35a1","spg35a2","spg35b","spg36a1","spg36a2","spg36b","upg1a1","upg1a2","upg1b","upg1c","upg1c1","upg1c2","upg2a1","upg2a2","upg2b","upg2c","upg2c1","upg2c2","upg3a1","upg3a2","upg3b","upg3c","upg3c1","upg3c2","upg4a1","upg4a2","upg4b","upg4c","upg4c1","upg4c2","upg5a1","upg5a2","upg5b","upg5c","upg5c1","upg5c2","upg6a1","upg6a2","upg6b","upg6c","upg6c1","upg6c2","upg7a1","upg7a2","upg7b","upg7c","upg7c1","upg7c2","upg8a1","upg8a2","upg8b","upg8c","upg8c1","upg8c2","upg9a1","upg9a2","upg9b","upg9c","upg9c1","upg9c2","upg10a1","upg10a2","upg10b","upg10c","upg10c1","upg10c2","upg11a1","upg11a2","upg11b","upg11c","upg11c1","upg11c2","upg12a1","upg12a2","upg12b","upg12c","upg12c1","upg12c2","upg13a1","upg13a2","upg13b","upg13c","upg13c1","upg13c2","upg14a1","upg14a2","upg14b","upg14c","upg14c1","upg14c2","upg15a1","upg15a2","upg15b","upg15c","upg15c1","upg15c2","upg16a1","upg16a2","upg16b","upg16c","upg16c1","upg16c2","dupg12a1","dupg12a2","dupg12b","dupg12c","dupg12c1","dupg12c2","dupg13a1","dupg13a2","dupg13b","dupg13c","dupg13c1","dupg13c2","dupg14a1","dupg14a2","dupg14b","dupg14c","dupg14c1","dupg14c2","suppnq1","suppnq2","suppnq3","nqfrat","nqrelig","nqcult","nqserv","nqsgov","nqnews","nqathim","nqathcoll","nqsliv","nqcrart","nqathsup","nqacad","nqrotc","skipped","edited","minutes","multrace","duke","pcis_pos","pcis_pun","pcis_ineff","ecrs_rejanx","ecrs_intav","spgmax","countmax","closemax","upgmax","ucountmax","uclosemax","spgcount","spgcountsum","spgclosesum","upgcount","upgcountsum","upgclosesum","inculcation_E","commonality_E","inculcation_P","commonality_P","inculcation_A","commonality_A","race_cat"
261,21,0,0,0,1,0,0,0,0,4,1,5,1,1,2,1,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,3,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,50,10,1,10,1,1,50,15,1,10,0,1,2,1,0,0,NA,1,20,10,1,5,3,0,0,NA,0,0,NA,NA,NA,NA,1,3,1,1,2,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,5,1,1,2,NA,0,0,NA,NA,NA,NA,1,4,2,1,3,NA,1,3,3,1,2,NA,1,100,20,1,4,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,1,13,14,8,20,13,73,3,0,54.3,3,1,2,4,0,2,7,3,1.08166999702453,0.948204692001069,1.15475247055853,0.782388981917792,1.11124995168856,0.803680443269082,"afamer"
262,19,1,0,0,1,0,0,0,0,2,1,4,4,4,1,1,0,1,1,2,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,10,3,1,5,3,1,3,2,0,0,NA,0,0,NA,1,2,1,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,1,1.5,NA,0,0,NA,NA,NA,NA,1,2,2,1,1.5,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,2,NA,10,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,6,2,1,2,NA,1,20,15,1,1.5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,6,0,1,1.5,NA,1,8,3,1,3,NA,4,5,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,15,0,1,16,15,7,26,11,0,0,0,80.5,1,0,0,0,NA,3,4,2,1.06256605117151,0.879936114725863,1.12277604549218,0.779747900292575,1.18003943764059,0.750133820660078,"afamer"
263,18,1,0,1,0,0,0,0,0,1,3,4,4,1,1,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,4,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,3,0,1,2,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,0,0,0,NA,1,4,2,1,5,3,0,0,NA,1,4,2,0,0,NA,1,300,12,1,10,0,1,100,3,1,15,0,1,6,2,0,0,NA,1,5,2,1,8,0,1,3,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,6,1,2,NA,3,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,9,1,2,NA,8,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,25,1,2,NA,7,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA,1,4,0,2,NA,7,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,10,19,8,22,25,73,4,0,54.3,6,1,4,10,0,2,15,2,1.603211721836,0.901184963844273,1.40643104726776,0.66522121733553,1.91008325977018,0.825853488011431,"cauc"
264,18,1,0,1,0,0,0,0,0,1,1,2,4,2,1,1,0,0,1,3,3,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,0,0,0,NA,1,2,2,0,0,NA,1,20,10,0,0,NA,1,3,1,0,0,NA,1,10,10,1,3,3,1,1,1,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,5,2,2,NA,7,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,15,7,1,2,NA,1,2,0,2,NA,7,0,0,NA,NA,NA,NA,1,2,1,2,NA,3,1,2,1,2,NA,6,1,1,0,2,NA,1,1,50,30,2,NA,7,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,1,20,13,5,14,12,0,0,0,80.5,2,0,0,0,NA,5,26,11,0.676791965839111,0.74026112063982,0.992538673510058,0.750941794709458,0.854209273257669,0.673427347794645,"cauc"
265,21,1,0,1,0,0,0,0,0,3,1,3,3,1,1,1,0,1,1,4,0,1,4,1,0,0,NA,1,20,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,0,1,3,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,3,0,1,1,1,1,8,4,1,100,5,1,20,4,1,3,1,0,0,NA,1,400,25,1,50,4,1,60,0,1,15,1,1,20,1,1,15,0,1,100,10,1,200,40,0,0,NA,0,0,NA,NA,NA,NA,1,3,1,2,NA,10,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,1,3,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,3,2,1,2,NA,1,5,4,1,3,NA,1,5,4,1,3,NA,1,100,30,1,3,NA,NA,NA,NA,NA,NA,NA,1,6,5,1,2,NA,1,8,6,1,2,NA,1,5,4,1,3,NA,2,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,1,14,18,7,37,17,54,4,1,70.9,1,1,6,32,3,4,12,8,1.13578892616575,0.900757877829081,1.13753146690245,0.808157669406203,1.32138276038938,0.800926494879568,"cauc"
266,22,1,0,0,1,0,0,0,0,4,1,8,8,5,2,1,0,1,1,5,5,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,0,0,0,NA,1,1,1,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,4,2,1,50,20,1,250,100,1,50,10,1,15,15,1,1,1,1,100,100,1,50,50,0,0,NA,0,0,NA,NA,NA,NA,1,1,1,1,4,NA,0,0,NA,NA,NA,NA,1,2,2,1,4,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,1,4,NA,1,4,3,1,3,NA,1,8,8,1,4,NA,1,200,200,1,4,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,20,20,1,4,NA,1,40,30,1,4,NA,3,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,1,14,21,4,23,22,60,1,0,54.3,2,2,4,4,2,4,8,7,1.05594994399817,0.891126459483466,0.93955428478281,0.679113207616595,1.13853339283582,0.739495735942974,"afamer"
267,22,1,0,1,0,0,0,0,0,4,4,4,8,4,1,1,1,0,1,6,0,0,0,NA,0,0,NA,1,1,0,0,0,NA,1,1,0,0,0,NA,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,3,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,1,3,1,0,0,NA,0,0,NA,1,6,0,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,1,1,1,1,3,NA,0,0,NA,NA,NA,NA,1,1,0,1,2,NA,1,1,1,1,3,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,1,4,NA,0,0,NA,NA,NA,NA,1,1,0,2,NA,8,1,4,2,1,3,NA,1,6,3,1,4,NA,1,75,20,1,4,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,2,NA,11,1,8,0,2,NA,11,4,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,1,17,10,10,23,19,60,1,0,80.5,1,1,4,6,0,6,9,5,0.914773523622234,0.896181532259203,1.17515333467141,0.787642462706127,1.04699640683633,0.737720832618832,"cauc"
268,21,1,0,0,0,0,0,1,0,4,1,4,5,1,5,1,0,0,1,5,0,1,1,0,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,2,1,1,2,1,1,2,1,0,0,NA,0,0,NA,0,0,NA,1,100,25,1,150,20,1,100,1,1,150,1,1,3,0,1,1,0,1,12,1,1,10,2,0,0,NA,1,3,1,1,3.5,NA,1,3,1,1,2,NA,1,4,1,1,2,NA,1,25,2,1,3.5,NA,0,0,NA,NA,NA,NA,1,1,1,1,1.5,NA,1,2,2,1,1.5,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,4,2,1,3,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,3,1,1,1.5,NA,1,3,0,1,3.5,NA,1,300,10,1,4,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,18,1,1,3.5,NA,1,2,0,2,NA,9,2,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,0,1,13,14,11,27,19,58,1,0,80.5,4,2,3,4,1,8,45,11,0.95551370523973,0.889411554238633,0.918465708862538,0.698314285072457,0.922988950906831,0.725411512530919,"asian"
269,22,1,0,1,0,0,0,0,0,4,1,4,4,2,1,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,3,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,0,0,0,NA,1,8,4,0,0,NA,1,4,2,0,0,NA,0,0,NA,1,100,15,1,10,0,1,7,1,1,5,0,1,3,1,0,0,NA,1,10,8,1,5,2,1,1,1,0,0,NA,NA,NA,NA,1,1,0,1,1,NA,1,1,0,2,NA,11,0,0,NA,NA,NA,NA,1,3,0,2,NA,11,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,75,7,1,3,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,5,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,16,16,10,19,18,60,1,1,70.9,3,0,3,5,1,3,5,0,1.10421112235608,0.862807082497408,1.05166270831495,0.722513227315271,1.14414900460513,0.7248361509022,"cauc"
270,22,1,0,0,0,0,0,1,0,4,1,4,5,3,1,1,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,1,2,1,1,3,NA,1,3,0,1,2,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,1,2,NA,1,100,20,1,3,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,15,0,2,NA,8,2,NA,NA,NA,NA,NA,2,3,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,10,0,1,9,13,7,30,11,0,0,0,58.3,3,0,0,0,NA,2,5,1,1.36714338509938,0.902092522952761,1.43926869552149,0.72695862447355,1.31722644545319,0.739804386893795,"asian"
271,21,1,0,0,1,0,0,0,0,3,1,1,1,1,1,1,0,0,1,30,30,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,2,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,3,2,0,0,NA,0,0,NA,1,1,0,0,0,NA,1,45,20,1,2,0,0,0,NA,1,3,0,0,0,NA,1,80,4,1,21,2,1,50,17,0,0,NA,1,40,2,0,0,NA,1,15,10,1,1,1,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2,1,1,2,NA,0,0,NA,NA,NA,NA,1,1,1,2,NA,9,1,2,2,2,NA,10,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,1,20,NA,1,1,1,1,3,NA,1,4,1,1,3,NA,1,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,2,NA,7,1,3,1,1,3,NA,3,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,8,21,9,20,17,54,1,1,76.8,2,2,4,7,5,5,7,6,0.795556608776416,0.77696246919639,0.982270800403819,0.697706093791702,1.25126596864445,0.756717899351448,"afamer"
272,19,1,0,0,1,0,0,0,0,2,1,2,3,1,7,1,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,10,0,1,5,0,1,100,5,1,5,0,1,20,5,0,0,NA,1,50,2,1,30,3,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,4,1,2,NA,5,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,3,1,2,NA,7,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2,0,1,2,NA,1,3,2,2,NA,8,0,0,NA,NA,NA,NA,1,50,5,2,NA,3,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,5,0,1,2,NA,1,15,1,1,2,NA,5,3,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,21,0,1,10,14,6,25,12,32,1,0,54.3,4,1,1,1,0,4,12,4,1.08257175725322,0.840920266960778,1.28928290376236,0.655171002308747,1.8060940909038,0.744317555272942,"afamer"
273,18,1,1,0,0,0,0,0,0,1,5,6,3,2,6,1,0,0,0,0,NA,1,1,1,0,0,NA,0,0,NA,1,1,0,1,10,2,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,3,1,1,5,2,1,1,1,1,4,1,0,0,NA,1,50,6,1,6,0,1,5,1,1,100,10,1,3,1,0,0,NA,1,5,4,1,5,2,1,1,1,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,2,NA,0.1,1,2,0,2,NA,4,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,2,NA,2,1,6,1,2,NA,5,0,0,NA,NA,NA,NA,1,50,5,2,NA,5,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,28,0,1,15,8,11,25,12,73,1,0,58.3,1,0,4,13,4,4,10,1,1.17344194160966,0.891716831713498,1.50402617292463,0.77179783350487,1.5701558068722,0.871959101909951,"ethnic"
274,21,1,0,0,0,0,0,1,0,4,1,3,3,4,5,1,0,1,1,10,3,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,3,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,5,1,1,5,2,0,0,NA,0,0,NA,0,0,NA,1,10,2,1,5,1,1,3,1,0,0,NA,0,0,NA,0,0,NA,1,7,3,1,4,2,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0,0,2,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,1,2,NA,1,7,0,1,2,NA,0,0,NA,NA,NA,NA,1,50,10,1,3,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,1,12,10,9,19,10,60,3,1,54.3,0,0,1,3,1,3,8,0,1.31648363332227,0.847918580261747,1.36220448915133,0.722486867490235,1.36271763735121,0.690710835805861,"asian"
275,22,1,0,1,0,0,0,0,0,5,4,4,4,4,1,1,0,1,1,6,1,0,0,NA,0,0,NA,0,0,NA,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,0,1,5,5,1,4,2,1,3,3,0,0,NA,0,0,NA,1,50,10,1,4,0,1,3,1,1,1,1,0,0,NA,0,0,NA,1,50,10,0,0,NA,1,4,1,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,1,4,NA,1,5,1,1,1,NA,0,0,NA,NA,NA,NA,1,10,2,1,3,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,1,4,NA,2,NA,NA,NA,NA,NA,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,10,14,5,29,15,73,1,0,47,5,1,3,3,0,2,6,1,0.95098683371314,0.838993734783483,0.997931058975775,0.662688617719908,1.20039846238365,0.796772513347008,"cauc"
276,22,0,0,1,0,0,0,0,0,4,6,5,8,1,6,1,0,0,1,20,0,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,20,0,0,0,NA,0,0,NA,0,0,NA,1,300,5,1,10,0,1,30,0,0,0,NA,0,0,NA,1,0,NA,1,30,0,1,300,20,0,0,NA,0,0,NA,NA,NA,NA,1,1,0,2,NA,7,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,3,1,1,3,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,3,1,1,3,NA,0,0,NA,NA,NA,NA,1,50,20,1,4,NA,NA,NA,NA,NA,NA,NA,1,4,0,2,NA,10,2,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,5,5,2,0,1,0,0,0,0,0,0,0,0,0,1,0,6,2,14,0,1,17,10,8,24,18,54,1,1,70.9,3,1,2,2,1,3,7,2,0.842201221575618,0.802837921797813,0.912747220714882,0.658082987551479,0.827311834532196,0.52142893589014,"cauc"
277,20,0,0,0,1,0,0,0,0,3,4,3,4,4,1,1,0,0,1,10,0,0,0,NA,0,0,NA,0,0,NA,1,1,0,0,0,NA,0,0,NA,1,5,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,15,0,1,5,0,0,0,NA,0,0,NA,0,0,NA,1,20,0,0,0,NA,0,0,NA,NA,NA,NA,1,2,0,1,2,NA,0,0,NA,NA,NA,NA,1,8,3,1,2.5,NA,0,0,NA,NA,NA,NA,1,3,1,1,3,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,10,0,1,3,NA,1,20,5,1,3,NA,1,40,10,1,3,NA,1,300,4,1,3,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,2,NA,1,60,2,1,3,NA,1,15,1,1,2,NA,3,4,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,17,0,1,19,13,7,14,17,73,1,0,76.8,3,1,3,6,2,5,43,9,1.37740662148472,0.917719975476576,0.872937088228759,0.595255810673868,1.57578860873659,0.780056498738259,"afamer"
